sku,vendor_id,vendor_sku_id,vendor_sku_title,vendor_uom,vendor_lead_time_in_days,vendor_product_mrp,vendor_list_price,vendor_tot_price_type,vendor_tot_margin_pct,vendor_moq,vendor_hsn_code,vendor_purchase_mode
1001456935,,,,,,,,,,,,
1001456968,,,,,,,,,,,,
